Flat,HNSW,HNSW-INT8,BM25
21.98195457458496,0.5559921264648438,0.614166259765625,374.225378036499
15.318870544433594,0.38123130798339844,1.2717247009277344,234.0242862701416
17.990827560424805,0.3523826599121094,0.7097721099853516,173.34556579589844
18.191814422607422,0.6234645843505859,0.7081031799316406,126.76215171813965
16.072750091552734,0.42128562927246094,0.63323974609375,100.6014347076416
15.338420867919922,0.37741661071777344,0.5772113800048828,373.02136421203613
17.842769622802734,0.4029273986816406,0.6623268127441406,241.6548728942871
15.348196029663086,0.49614906311035156,0.7920265197753906,222.16415405273438
15.578985214233398,0.3566741943359375,0.576019287109375,435.14561653137207
16.082286834716797,0.3981590270996094,0.49805641174316406,226.8233299255371
15.208959579467773,0.3147125244140625,0.3895759582519531,323.89307022094727
15.824079513549805,0.6403923034667969,0.5640983581542969,405.947208404541
17.000436782836914,0.5829334259033203,0.7808208465576172,265.64693450927734
18.726348876953125,0.42319297790527344,0.934600830078125,203.59325408935547
15.38538932800293,0.3211498260498047,0.42819976806640625,373.61621856689453
15.194416046142578,0.38909912109375,0.32258033752441406,299.44849014282227
15.305757522583008,0.4825592041015625,0.8225440979003906,93.92023086547852
15.143632888793945,0.5049705505371094,0.5409717559814453,178.79962921142578
15.537261962890625,0.49376487731933594,0.3883838653564453,222.4888801574707
15.059232711791992,0.3120899200439453,0.3056526184082031,74.21517372131348
16.432523727416992,0.38123130798339844,0.4265308380126953,267.00758934020996
14.797449111938477,0.5133152008056641,0.34499168395996094,276.11732482910156
18.224716186523438,0.3383159637451172,0.3502368927001953,205.6887149810791
19.49787139892578,0.457763671875,0.3037452697753906,198.45175743103027
18.740177154541016,0.4761219024658203,0.4076957702636719,144.81472969055176
19.089937210083008,0.42319297790527344,0.3790855407714844,211.50684356689453
18.467187881469727,0.6639957427978516,0.42629241943359375,176.79333686828613
20.160913467407227,0.4565715789794922,0.41294097900390625,324.6195316314697
20.401716232299805,0.47588348388671875,0.4832744598388672,271.67797088623047
19.483327865600586,0.38242340087890625,0.47326087951660156,254.00114059448242
16.797780990600586,0.37741661071777344,0.4966259002685547,347.9199409484863
19.20032501220703,0.4382133483886719,0.6031990051269531,103.47318649291992
19.526243209838867,0.3566741943359375,0.4222393035888672,63.24911117553711
17.913818359375,0.3669261932373047,0.49233436584472656,226.0448932647705
16.962766647338867,0.3178119659423828,0.3674030303955078,337.82958984375
18.569231033325195,0.3120899200439453,0.4055500030517578,243.7899112701416
17.39025115966797,0.38504600524902344,0.4036426544189453,123.11029434204102
17.031431198120117,0.3764629364013672,0.37479400634765625,88.7460708618164
17.188549041748047,0.3590583801269531,0.31566619873046875,359.5471382141113
24.712562561035156,0.6861686706542969,0.41413307189941406,151.55768394470215
19.574403762817383,0.42939186096191406,0.39839744567871094,191.17236137390137
17.554759979248047,0.5350112915039062,0.3478527069091797,300.4176616668701
16.8612003326416,0.3345012664794922,0.29015541076660156,347.57041931152344
16.743898391723633,0.37550926208496094,0.2770423889160156,128.36289405822754
16.544580459594727,0.33473968505859375,0.31495094299316406,195.9981918334961
24.488449096679688,0.3974437713623047,0.3135204315185547,303.9975166320801
19.957542419433594,0.4203319549560547,0.2911090850830078,461.64965629577637
16.953706741333008,0.3147125244140625,0.3237724304199219,86.17472648620605
17.245769500732422,0.25725364685058594,0.3104209899902344,135.70404052734375
17.342567443847656,0.39505958557128906,1.0712146759033203,157.20343589782715
17.388343811035156,0.209808349609375,0.34999847412109375,169.29125785827637
25.697708129882812,0.3173351287841797,0.5044937133789062,334.32912826538086
20.062923431396484,0.2865791320800781,0.3783702850341797,248.01993370056152
17.322778701782227,0.2655982971191406,0.3743171691894531,188.7814998626709
16.552448272705078,0.2815723419189453,0.41961669921875,129.92501258850098
16.744613647460938,0.22673606872558594,0.33473968505859375,217.329740524292
16.821622848510742,0.22530555725097656,0.3306865692138672,431.80179595947266
21.138429641723633,0.24318695068359375,0.33473968505859375,522.9899883270264
16.924619674682617,0.3032684326171875,0.3795623779296875,437.6411437988281
18.789291381835938,0.2646446228027344,0.45943260192871094,235.78286170959473
18.121004104614258,0.213623046875,0.3199577331542969,488.0557060241699
17.676353454589844,0.24366378784179688,0.31280517578125,221.3747501373291
17.38762855529785,0.270843505859375,0.3457069396972656,278.88989448547363
22.38774299621582,0.28586387634277344,0.2949237823486328,179.79741096496582
16.587257385253906,0.38504600524902344,0.2980232238769531,133.74781608581543
16.820907592773438,2.109050750732422,0.3261566162109375,167.5412654876709
19.385337829589844,0.2548694610595703,0.2605915069580078,188.62247467041016
16.460418701171875,0.2856254577636719,0.2543926239013672,368.24989318847656
16.292572021484375,0.36597251892089844,0.30612945556640625,309.86595153808594
23.682117462158203,0.29277801513671875,0.24819374084472656,128.00836563110352
17.973899841308594,0.3085136413574219,0.25725364685058594,333.4040641784668
16.49951934814453,0.33736228942871094,0.2524852752685547,257.88187980651855
16.892671585083008,0.3464221954345703,0.36716461181640625,139.40906524658203
16.420841217041016,0.23818016052246094,0.2052783966064453,319.6096420288086
16.029834747314453,0.37360191345214844,0.3025531768798828,171.3426113128662
20.031452178955078,0.34689903259277344,0.3497600555419922,278.29837799072266
16.19863510131836,0.4100799560546875,0.3604888916015625,246.1538314819336
16.158580780029297,0.4336833953857422,0.30303001403808594,221.3451862335205
16.18671417236328,0.3712177276611328,0.3333091735839844,230.78584671020508
15.776872634887695,0.37360191345214844,0.3032684326171875,230.26728630065918
15.808820724487305,0.3688335418701172,0.31566619873046875,214.34950828552246
17.45295524597168,0.27680397033691406,0.23555755615234375,245.05019187927246
16.6933536529541,0.3306865692138672,0.2143383026123047,241.61219596862793
16.25370979309082,0.2422332763671875,0.2086162567138672,403.6111831665039
16.439437866210938,0.3063678741455078,0.23365020751953125,149.33347702026367
16.403675079345703,0.4153251647949219,0.3352165222167969,202.06427574157715
16.376972198486328,0.3535747528076172,0.3104209899902344,301.3639450073242
22.274017333984375,0.41031837463378906,0.3724098205566406,367.4161434173584
16.980886459350586,0.32067298889160156,0.24843215942382812,275.7251262664795
16.632795333862305,0.423431396484375,0.36835670471191406,237.73527145385742
16.514062881469727,0.24056434631347656,0.179290771484375,103.1796932220459
16.27516746520996,0.41675567626953125,0.28133392333984375,183.60257148742676
16.298770904541016,0.45037269592285156,0.36597251892089844,346.8949794769287
22.545814514160156,0.2911090850830078,0.21004676818847656,61.923980712890625
16.852378845214844,0.32258033752441406,0.2396106719970703,164.36290740966797
18.292665481567383,0.2739429473876953,0.2110004425048828,158.70165824890137
19.222497940063477,0.2663135528564453,0.22077560424804688,437.79897689819336
18.066883087158203,0.2753734588623047,0.2334117889404297,309.56125259399414
19.72484588623047,0.3612041473388672,0.3170967102050781,367.7370548248291
20.308732986450195,0.32782554626464844,0.32401084899902344,179.45408821105957
17.686128616333008,0.286102294921875,0.2353191375732422,288.47217559814453
17.757177352905273,0.2715587615966797,0.22149085998535156,297.57094383239746
19.245624542236328,0.31304359436035156,0.2605915069580078,222.37491607666016
17.139196395874023,0.3237724304199219,0.2372264862060547,431.4134120941162
16.403913497924805,0.30517578125,0.27060508728027344,350.0549793243408
21.596431732177734,0.22220611572265625,0.19121170043945312,708.2271575927734
20.73526382446289,0.3533363342285156,0.23412704467773438,309.4344139099121
17.513036727905273,0.2694129943847656,0.2346038818359375,289.980411529541
17.250537872314453,0.27108192443847656,0.24819374084472656,145.5211639404297
16.696691513061523,0.3418922424316406,0.2810955047607422,282.28044509887695
17.711877822875977,0.3559589385986328,0.24008750915527344,347.26548194885254
26.456594467163086,0.4966259002685547,0.3523826599121094,305.70507049560547
18.660545349121094,0.2741813659667969,0.20885467529296875,300.54473876953125
19.74964141845703,0.3676414489746094,0.2956390380859375,310.6203079223633
19.77705955505371,0.3657341003417969,0.24509429931640625,272.59135246276855
17.96746253967285,0.4329681396484375,0.35762786865234375,325.37198066711426
17.794370651245117,0.32520294189453125,0.23412704467773438,227.55885124206543
22.694826126098633,0.27370452880859375,0.2129077911376953,385.09106636047363
19.939661026000977,0.44345855712890625,0.3108978271484375,296.032190322876
24.745464324951172,0.35834312438964844,0.286102294921875,252.57611274719238
29.053688049316406,0.34356117248535156,0.2300739288330078,142.86065101623535
26.173114776611328,0.3972053527832031,0.32520294189453125,290.3790473937988
17.40884780883789,0.3459453582763672,0.2574920654296875,258.1503391265869
22.255897521972656,0.32401084899902344,0.2758502960205078,267.4281597137451
18.580198287963867,0.3249645233154297,0.25725364685058594,124.78351593017578
19.230127334594727,0.35643577575683594,0.2453327178955078,278.46479415893555
18.61572265625,0.34117698669433594,0.23317337036132812,288.8600826263428
18.079757690429688,0.4279613494873047,0.3635883331298828,385.42747497558594
17.908573150634766,0.38743019104003906,0.28586387634277344,238.26289176940918
19.665956497192383,0.3609657287597656,0.20837783813476562,165.54617881774902
15.099763870239258,0.25653839111328125,0.19884109497070312,72.4327564239502
14.829397201538086,0.3542900085449219,0.25177001953125,197.92437553405762
14.76597785949707,0.3921985626220703,0.2617835998535156,173.2323169708252
14.772176742553711,0.35762786865234375,0.2899169921875,117.59400367736816
14.682769775390625,0.33974647521972656,0.2536773681640625,40.5879020690918
14.588356018066406,0.2880096435546875,0.22125244140625,215.16656875610352
17.701387405395508,0.35262107849121094,0.2880096435546875,187.87884712219238
15.235662460327148,0.3693103790283203,0.24127960205078125,266.06225967407227
15.065193176269531,0.37026405334472656,0.316619873046875,123.13580513000488
15.583038330078125,0.3294944763183594,0.23818016052246094,217.70548820495605
14.879465103149414,0.28896331787109375,0.1914501190185547,329.20289039611816
15.057563781738281,0.31685829162597656,0.2276897430419922,271.84104919433594
15.71202278137207,0.3592967987060547,0.3254413604736328,296.3850498199463
18.10169219970703,0.2830028533935547,0.2040863037109375,213.3471965789795
15.377283096313477,0.29587745666503906,0.2071857452392578,393.99099349975586
15.513896942138672,0.33354759216308594,0.2300739288330078,308.3631992340088
